ID,Class Label,Predicted_Class_Label
3903.bmp,107,107
3904.bmp,108,108
3905.bmp,109,67
3906.bmp,110,110
3907.bmp,111,111
3908.bmp,112,112
3909.bmp,113,113
3910.bmp,114,114
3911.bmp,115,115
3912.bmp,116,116
3913.bmp,117,117
3914.bmp,118,94
3915.bmp,119,94
3916.bmp,120,120
3917.bmp,121,121
3918.bmp,122,122
3919.bmp,123,123
3920.bmp,124,124
3921.bmp,125,125
3922.bmp,126,126
3923.bmp,127,125
3924.bmp,128,128
3925.bmp,129,129
3926.bmp,130,130
3927.bmp,131,131
3928.bmp,132,132
3929.bmp,133,133
3930.bmp,134,134
3931.bmp,135,135
3932.bmp,136,136
3933.bmp,137,137
3934.bmp,138,138
3935.bmp,139,139
3936.bmp,140,140
3937.bmp,141,141
3938.bmp,142,142
3939.bmp,143,143
3940.bmp,144,144
3941.bmp,145,145
3942.bmp,146,146
3943.bmp,147,147
3944.bmp,148,148
3945.bmp,149,149
3946.bmp,150,150
3947.bmp,151,151
3948.bmp,152,147
3949.bmp,153,153
3950.bmp,154,154
3951.bmp,155,155
3952.bmp,1,1
3953.bmp,8,8
3954.bmp,13,13
3955.bmp,18,33
3956.bmp,21,21
3957.bmp,22,22
3958.bmp,23,23
3959.bmp,24,24
3960.bmp,25,25
3961.bmp,26,26
3962.bmp,27,27
3963.bmp,28,28
3964.bmp,29,29
3965.bmp,30,30
3966.bmp,31,57
3967.bmp,32,32
3968.bmp,33,33
3969.bmp,34,34
3970.bmp,35,35
3971.bmp,36,36
3972.bmp,37,37
3973.bmp,38,38
3974.bmp,39,39
3975.bmp,40,40
3976.bmp,41,41
3977.bmp,42,42
3978.bmp,43,43
3979.bmp,44,44
3980.bmp,45,45
3981.bmp,46,46
3982.bmp,47,47
3983.bmp,48,48
3984.bmp,49,49
3985.bmp,50,50
3986.bmp,51,51
3987.bmp,52,52
3988.bmp,53,53
3989.bmp,54,54
3990.bmp,55,55
3991.bmp,56,56
3992.bmp,57,57
3993.bmp,58,58
3994.bmp,59,59
3995.bmp,60,60
3996.bmp,61,61
3997.bmp,62,62
3998.bmp,63,63
3999.bmp,64,64
4000.bmp,65,65
4001.bmp,66,66
4002.bmp,67,67
4003.bmp,68,68
4004.bmp,69,69
4005.bmp,70,70
4006.bmp,71,71
4007.bmp,72,72
4008.bmp,73,73
4009.bmp,74,62
4010.bmp,75,63
4011.bmp,76,64
4012.bmp,77,77
4013.bmp,78,78
4014.bmp,79,79
4015.bmp,0,0
4016.bmp,81,81
4017.bmp,82,82
4018.bmp,83,83
4019.bmp,84,84
4020.bmp,85,84
4021.bmp,86,86
4022.bmp,87,86
4023.bmp,88,88
4024.bmp,89,89
4025.bmp,90,90
4026.bmp,91,91
4027.bmp,92,92
4028.bmp,93,93
4029.bmp,94,94
4030.bmp,95,95
4031.bmp,96,96
4032.bmp,97,97
4033.bmp,98,98
4034.bmp,99,99
4035.bmp,100,100
4036.bmp,101,101
4037.bmp,102,102
4038.bmp,103,103
4039.bmp,104,104
4040.bmp,105,63
4041.bmp,106,64
4042.bmp,107,83
4043.bmp,108,108
4044.bmp,109,67
4045.bmp,110,110
4046.bmp,111,73
4047.bmp,112,112
4048.bmp,113,113
4049.bmp,114,114
4050.bmp,115,114
4051.bmp,116,116
4052.bmp,117,117
4053.bmp,118,118
4054.bmp,119,119
4055.bmp,120,120
4056.bmp,121,121
4057.bmp,122,122
4058.bmp,123,122
4059.bmp,124,124
4060.bmp,125,125
4061.bmp,126,126
4062.bmp,127,147
4063.bmp,128,128
4064.bmp,129,129
4065.bmp,130,130
4066.bmp,131,131
4067.bmp,132,132
4068.bmp,133,133
4069.bmp,134,134
4070.bmp,135,135
4071.bmp,136,136
4072.bmp,137,137
4073.bmp,138,138
4074.bmp,139,139
4075.bmp,140,140
4076.bmp,141,141
4077.bmp,142,142
4078.bmp,143,143
4079.bmp,144,144
4080.bmp,145,145
4081.bmp,146,146
4082.bmp,147,147
4083.bmp,148,148
4084.bmp,149,149
4085.bmp,150,150
4086.bmp,151,17
4087.bmp,152,147
4088.bmp,153,153
4089.bmp,154,154
4090.bmp,155,155
4091.bmp,1,1
4092.bmp,8,8
4093.bmp,13,13
4094.bmp,18,18
4095.bmp,21,21
4096.bmp,22,22
4097.bmp,23,23
4098.bmp,24,24
4099.bmp,25,25
4100.bmp,26,26
4101.bmp,27,27
4102.bmp,28,28
4103.bmp,29,29
4104.bmp,30,30
4105.bmp,31,31
4106.bmp,32,32
4107.bmp,33,96
4108.bmp,34,34
4109.bmp,35,35
4110.bmp,36,36
4111.bmp,37,37
4112.bmp,38,38
4113.bmp,39,39
4114.bmp,40,40
4115.bmp,41,41
4116.bmp,42,42
4117.bmp,43,43
4118.bmp,44,116
4119.bmp,45,45
4120.bmp,46,46
4121.bmp,47,47
4122.bmp,48,48
4123.bmp,49,49
4124.bmp,50,50
4125.bmp,51,51
4126.bmp,52,52
4127.bmp,53,53
4128.bmp,54,54
4129.bmp,55,55
4130.bmp,56,56
4131.bmp,57,57
4132.bmp,58,58
4133.bmp,59,59
4134.bmp,60,60
4135.bmp,61,61
4136.bmp,62,62
4137.bmp,63,63
4138.bmp,64,64
4139.bmp,65,65
4140.bmp,66,66
4141.bmp,67,67
4142.bmp,68,68
4143.bmp,69,63
4144.bmp,70,70
4145.bmp,71,71
4146.bmp,72,72
4147.bmp,73,73
4148.bmp,74,74
4149.bmp,75,75
4150.bmp,76,76
4151.bmp,77,77
4152.bmp,78,78
4153.bmp,79,79
4154.bmp,0,0
4155.bmp,81,81
4156.bmp,82,82
4157.bmp,83,83
4158.bmp,84,84
4159.bmp,85,85
4160.bmp,86,86
4161.bmp,87,87
4162.bmp,88,88
4163.bmp,89,89
4164.bmp,90,90
4165.bmp,91,91
4166.bmp,92,92
4167.bmp,93,93
4168.bmp,94,94
4169.bmp,95,95
4170.bmp,96,96
4171.bmp,97,97
4172.bmp,98,98
4173.bmp,99,99
4174.bmp,100,100
4175.bmp,101,101
4176.bmp,102,102
4177.bmp,103,103
4178.bmp,104,104
4179.bmp,105,105
4180.bmp,106,106
4181.bmp,107,107
4182.bmp,108,108
4183.bmp,109,109
4184.bmp,110,110
4185.bmp,111,111
4186.bmp,112,112
4187.bmp,113,113
4188.bmp,114,114
4189.bmp,115,115
4190.bmp,116,116
4191.bmp,117,117
4192.bmp,118,118
4193.bmp,119,119
4194.bmp,120,120
4195.bmp,121,121
4196.bmp,122,122
4197.bmp,123,123
4198.bmp,124,124
4199.bmp,125,125
4200.bmp,126,126
4201.bmp,127,127
4202.bmp,128,128
4203.bmp,129,129
4204.bmp,130,130
4205.bmp,131,131
4206.bmp,132,132
4207.bmp,133,133
4208.bmp,134,135
4209.bmp,135,135
4210.bmp,136,136
4211.bmp,137,137
4212.bmp,138,138
4213.bmp,139,139
4214.bmp,140,140
4215.bmp,141,141
4216.bmp,142,142
4217.bmp,143,143
4218.bmp,144,144
4219.bmp,145,145
4220.bmp,146,146
4221.bmp,147,147
4222.bmp,148,148
4223.bmp,149,149
4224.bmp,150,150
4225.bmp,151,129
4226.bmp,152,152
4227.bmp,153,153
4228.bmp,154,154
4229.bmp,155,155
4230.bmp,1,1
4231.bmp,7,7
4232.bmp,8,8
4233.bmp,13,13
4234.bmp,18,18
4235.bmp,21,21
4236.bmp,22,22
4237.bmp,23,23
4238.bmp,24,24
4239.bmp,25,25
4240.bmp,26,26
4241.bmp,27,27
4242.bmp,28,28
4243.bmp,29,29
4244.bmp,30,30
4245.bmp,31,31
4246.bmp,32,32
4247.bmp,33,33
4248.bmp,34,34
4249.bmp,35,35
4250.bmp,36,36
4251.bmp,37,37
4252.bmp,38,38
4253.bmp,39,39
4254.bmp,40,40
4255.bmp,41,41
4256.bmp,42,42
4257.bmp,43,43
4258.bmp,44,44
4259.bmp,45,45
4260.bmp,46,46
4261.bmp,47,47
4262.bmp,48,48
4263.bmp,49,49
4264.bmp,50,50
4265.bmp,51,51
4266.bmp,52,52
4267.bmp,53,53
4268.bmp,54,54
4269.bmp,55,55
4270.bmp,56,56
4271.bmp,57,57
4272.bmp,58,58
4273.bmp,59,59
4274.bmp,60,60
4275.bmp,61,61
4276.bmp,62,62
4277.bmp,63,63
4278.bmp,64,64
4279.bmp,65,77
4280.bmp,66,66
4281.bmp,67,67
4282.bmp,68,68
4283.bmp,69,69
4284.bmp,70,70
4285.bmp,71,71
4286.bmp,72,72
4287.bmp,73,115
4288.bmp,74,74
4289.bmp,75,75
4290.bmp,76,76
4291.bmp,77,77
4292.bmp,78,78
4293.bmp,79,67
4294.bmp,0,0
4295.bmp,81,81
4296.bmp,82,82
4297.bmp,83,83
4298.bmp,84,84
4299.bmp,85,85
4300.bmp,86,86
4301.bmp,87,87
4302.bmp,88,88
4303.bmp,89,89
4304.bmp,90,90
4305.bmp,91,91
4306.bmp,92,92
4307.bmp,93,93
4308.bmp,94,94
4309.bmp,95,95
4310.bmp,96,96
4311.bmp,97,97
4312.bmp,98,98
4313.bmp,99,99
4314.bmp,100,100
4315.bmp,101,107
4316.bmp,102,102
4317.bmp,103,103
4318.bmp,104,104
4319.bmp,105,105
4320.bmp,106,106
4321.bmp,107,107
4322.bmp,108,108
4323.bmp,109,109
4324.bmp,110,110
4325.bmp,111,111
4326.bmp,112,112
4327.bmp,113,113
4328.bmp,114,114
4329.bmp,115,115
4330.bmp,116,116
4331.bmp,117,117
4332.bmp,118,118
4333.bmp,119,95
4334.bmp,120,120
4335.bmp,121,121
4336.bmp,122,122
4337.bmp,123,123
4338.bmp,124,124
4339.bmp,125,125
4340.bmp,126,126
4341.bmp,127,127
4342.bmp,128,128
4343.bmp,129,129
4344.bmp,130,130
4345.bmp,131,131
4346.bmp,132,132
4347.bmp,133,133
4348.bmp,134,134
4349.bmp,135,135
4350.bmp,136,136
4351.bmp,137,137
4352.bmp,138,138
4353.bmp,139,139
4354.bmp,140,142
4355.bmp,141,141
4356.bmp,142,142
4357.bmp,143,143
4358.bmp,144,144
4359.bmp,145,145
4360.bmp,146,146
4361.bmp,147,147
4362.bmp,148,148
4363.bmp,149,149
4364.bmp,150,150
4365.bmp,151,151
4366.bmp,152,152
4367.bmp,153,153
4368.bmp,154,15
4369.bmp,155,155
4370.bmp,1,1
4371.bmp,7,7
4372.bmp,8,8
4373.bmp,13,13
4374.bmp,18,18
4375.bmp,21,21
4376.bmp,22,22
4377.bmp,23,23
4378.bmp,24,24
4379.bmp,25,25
4380.bmp,26,26
4381.bmp,27,27
4382.bmp,28,28
4383.bmp,29,29
4384.bmp,30,30
4385.bmp,31,31
4386.bmp,32,32
4387.bmp,33,33
4388.bmp,34,34
4389.bmp,35,35
4390.bmp,36,36
4391.bmp,37,37
4392.bmp,38,38
4393.bmp,39,39
4394.bmp,40,40
4395.bmp,41,41
4396.bmp,42,42
4397.bmp,43,43
4398.bmp,44,116
4399.bmp,45,45
4400.bmp,46,46
4401.bmp,47,47
4402.bmp,48,48
4403.bmp,49,49
4404.bmp,50,20
4405.bmp,51,51
4406.bmp,52,52
4407.bmp,53,53
4408.bmp,54,54
4409.bmp,55,55
4410.bmp,56,56
4411.bmp,57,57
4412.bmp,58,58
4413.bmp,59,59
4414.bmp,60,60
4415.bmp,61,61
4416.bmp,62,62
4417.bmp,63,63
4418.bmp,64,82
4419.bmp,65,65
4420.bmp,66,66
4421.bmp,67,67
4422.bmp,68,68
4423.bmp,69,69
4424.bmp,70,70
4425.bmp,71,71
4426.bmp,72,72
4427.bmp,73,73
4428.bmp,74,74
4429.bmp,75,75
4430.bmp,76,76
4431.bmp,77,77
4432.bmp,78,78
4433.bmp,79,79
4434.bmp,0,0
4435.bmp,81,81
4436.bmp,82,82
4437.bmp,83,83
4438.bmp,84,84
4439.bmp,85,84
4440.bmp,86,86
4441.bmp,87,87
4442.bmp,88,88
4443.bmp,89,89
4444.bmp,90,90
4445.bmp,91,91
4446.bmp,92,92
4447.bmp,93,93
4448.bmp,94,94
4449.bmp,95,95
4450.bmp,96,96
4451.bmp,97,96
4452.bmp,98,98
4453.bmp,99,8
4454.bmp,100,100
4455.bmp,101,101
4456.bmp,102,102
4457.bmp,103,103
4458.bmp,104,92
4459.bmp,105,105
4460.bmp,106,106
4461.bmp,107,107
4462.bmp,108,144
4463.bmp,109,109
4464.bmp,110,113
4465.bmp,111,111
4466.bmp,112,112
4467.bmp,113,113
4468.bmp,114,72
4469.bmp,115,73
4470.bmp,116,116
4471.bmp,117,0
4472.bmp,118,118
4473.bmp,119,119
4474.bmp,120,120
4475.bmp,121,121
4476.bmp,122,122
4477.bmp,123,123
4478.bmp,124,124
4479.bmp,125,127
4480.bmp,126,126
4481.bmp,127,127
4482.bmp,128,128
4483.bmp,129,129
4484.bmp,130,142
4485.bmp,131,131
4486.bmp,132,132
4487.bmp,133,133
4488.bmp,134,134
4489.bmp,135,135
4490.bmp,136,136
4491.bmp,137,137
4492.bmp,138,138
4493.bmp,139,139
4494.bmp,140,140
4495.bmp,141,141
4496.bmp,142,142
4497.bmp,143,143
4498.bmp,144,144
4499.bmp,145,145
4500.bmp,146,146
4501.bmp,147,124
4502.bmp,148,9
4503.bmp,149,149
4504.bmp,150,150
4505.bmp,151,151
4506.bmp,152,152
4507.bmp,153,153
4508.bmp,154,21
4509.bmp,155,155
4510.bmp,1,1
4511.bmp,7,7
4512.bmp,8,8
4513.bmp,13,13
4514.bmp,18,18
4515.bmp,21,21
4516.bmp,22,22
4517.bmp,23,23
4518.bmp,24,24
4519.bmp,25,25
4520.bmp,26,26
4521.bmp,27,4
4522.bmp,28,28
4523.bmp,29,29
4524.bmp,30,30
4525.bmp,31,31
4526.bmp,32,32
4527.bmp,33,33
4528.bmp,34,34
4529.bmp,35,35
4530.bmp,36,36
4531.bmp,37,37
4532.bmp,38,38
4533.bmp,39,39
4534.bmp,40,40
4535.bmp,41,41
4536.bmp,42,42
4537.bmp,43,72
4538.bmp,44,44
4539.bmp,45,45
4540.bmp,46,46
4541.bmp,47,47
4542.bmp,48,48
4543.bmp,49,49
4544.bmp,50,50
4545.bmp,51,51
4546.bmp,52,52
4547.bmp,53,53
4548.bmp,54,54
4549.bmp,55,55
4550.bmp,56,56
4551.bmp,57,57
4552.bmp,58,58
4553.bmp,59,59
4554.bmp,60,36
4555.bmp,61,37
4556.bmp,62,62
4557.bmp,63,63
4558.bmp,64,64
4559.bmp,65,65
4560.bmp,66,66
4561.bmp,67,67
4562.bmp,68,68
4563.bmp,69,69
4564.bmp,70,70
4565.bmp,71,71
4566.bmp,72,72
4567.bmp,73,73
4568.bmp,74,74
4569.bmp,75,75
4570.bmp,76,76
4571.bmp,77,77
4572.bmp,78,78
4573.bmp,79,79
4574.bmp,0,0
4575.bmp,81,81
4576.bmp,82,82
4577.bmp,83,83
4578.bmp,84,84
4579.bmp,85,85
4580.bmp,86,86
4581.bmp,87,87
4582.bmp,88,88
4583.bmp,89,89
4584.bmp,90,90
4585.bmp,91,91
4586.bmp,92,92
4587.bmp,93,93
4588.bmp,94,94
4589.bmp,95,95
4590.bmp,96,96
4591.bmp,97,96
4592.bmp,98,98
4593.bmp,99,99
4594.bmp,100,100
4595.bmp,101,101
4596.bmp,102,102
4597.bmp,103,123
4598.bmp,104,104
4599.bmp,105,87
4600.bmp,106,106
4601.bmp,107,89
4602.bmp,108,108
4603.bmp,109,109
4604.bmp,110,110
4605.bmp,111,111
4606.bmp,112,112
4607.bmp,113,113
4608.bmp,114,114
4609.bmp,115,73
4610.bmp,116,116
4611.bmp,117,117
4612.bmp,118,118
4613.bmp,119,119
4614.bmp,120,120
4615.bmp,121,121
4616.bmp,122,122
4617.bmp,123,123
4618.bmp,124,124
4619.bmp,125,125
4620.bmp,126,126
4621.bmp,127,127
4622.bmp,128,147
4623.bmp,129,129
4624.bmp,130,130
4625.bmp,131,131
4626.bmp,132,131
4627.bmp,133,133
4628.bmp,134,136
4629.bmp,135,135
4630.bmp,136,136
4631.bmp,137,137
4632.bmp,138,138
4633.bmp,139,139
4634.bmp,140,141
4635.bmp,141,141
4636.bmp,142,142
4637.bmp,143,143
4638.bmp,144,143
4639.bmp,145,145
4640.bmp,146,146
4641.bmp,147,147
4642.bmp,148,148
4643.bmp,149,149
4644.bmp,150,150
4645.bmp,151,151
4646.bmp,152,147
4647.bmp,153,42
4648.bmp,154,154
4649.bmp,155,155
4650.bmp,1,1
4651.bmp,7,7
4652.bmp,8,8
4653.bmp,18,18
4654.bmp,21,21
4655.bmp,22,22
4656.bmp,23,23
4657.bmp,24,24
4658.bmp,25,25
4659.bmp,26,26
4660.bmp,27,27
4661.bmp,28,28
4662.bmp,29,29
4663.bmp,30,27
4664.bmp,31,31
4665.bmp,32,32
4666.bmp,33,33
4667.bmp,34,34
4668.bmp,35,35
4669.bmp,36,36
4670.bmp,37,37
4671.bmp,38,38
4672.bmp,39,39
4673.bmp,40,40
4674.bmp,41,41
4675.bmp,42,42
4676.bmp,43,42
4677.bmp,44,45
4678.bmp,45,155
4679.bmp,46,118
4680.bmp,47,119
4681.bmp,48,120
4682.bmp,49,49
4683.bmp,50,50
4684.bmp,51,51
4685.bmp,52,52
4686.bmp,53,53
4687.bmp,54,54
4688.bmp,55,55
4689.bmp,56,56
4690.bmp,57,57
4691.bmp,58,58
4692.bmp,59,59
4693.bmp,60,60
4694.bmp,61,61
4695.bmp,62,62
4696.bmp,63,63
4697.bmp,64,64
4698.bmp,65,65
4699.bmp,66,66
4700.bmp,67,67
4701.bmp,68,68
4702.bmp,69,69
4703.bmp,70,70
4704.bmp,71,71
4705.bmp,72,72
4706.bmp,73,73
4707.bmp,74,74
4708.bmp,75,75
4709.bmp,76,76
4710.bmp,77,77
4711.bmp,78,78
4712.bmp,79,79
4713.bmp,0,0
4714.bmp,81,81
4715.bmp,82,4
4716.bmp,83,80
4717.bmp,84,84
4718.bmp,85,85
4719.bmp,86,86
4720.bmp,87,87
4721.bmp,88,88
4722.bmp,89,107
4723.bmp,90,90
4724.bmp,91,91
4725.bmp,92,92
4726.bmp,93,93
4727.bmp,94,94
4728.bmp,95,95
4729.bmp,96,96
4730.bmp,97,96
4731.bmp,98,98
4732.bmp,99,99
4733.bmp,100,58
4734.bmp,101,101
4735.bmp,102,102
4736.bmp,103,103
4737.bmp,104,105
4738.bmp,105,105
4739.bmp,106,143
4740.bmp,107,107
4741.bmp,108,108
4742.bmp,109,109
4743.bmp,110,110
4744.bmp,111,111
4745.bmp,112,112
4746.bmp,113,113
4747.bmp,114,114
4748.bmp,115,114
4749.bmp,116,116
4750.bmp,117,117
4751.bmp,118,118
4752.bmp,119,119
4753.bmp,120,102
4754.bmp,121,121
4755.bmp,122,122
4756.bmp,123,123
4757.bmp,124,124
4758.bmp,125,127
4759.bmp,126,126
4760.bmp,127,127
4761.bmp,128,128
4762.bmp,129,129
4763.bmp,130,130
4764.bmp,131,131
4765.bmp,132,131
4766.bmp,133,133
4767.bmp,134,134
4768.bmp,135,135
4769.bmp,136,136
4770.bmp,137,137
4771.bmp,138,138
4772.bmp,139,139
4773.bmp,140,140
4774.bmp,141,141
4775.bmp,142,142
4776.bmp,143,143
4777.bmp,144,53
4778.bmp,145,145
4779.bmp,146,146
4780.bmp,147,147
4781.bmp,148,148
4782.bmp,149,26
4783.bmp,150,150
4784.bmp,151,151
4785.bmp,152,152
4786.bmp,153,153
4787.bmp,154,154
4788.bmp,155,155
4789.bmp,1,1
4790.bmp,7,7
4791.bmp,8,8
4792.bmp,18,18
4793.bmp,21,21
4794.bmp,22,22
4795.bmp,23,23
4796.bmp,24,24
4797.bmp,25,25
4798.bmp,26,26
4799.bmp,27,27
4800.bmp,28,28
4801.bmp,29,29
4802.bmp,30,30
4803.bmp,31,31
4804.bmp,32,32
4805.bmp,33,33
4806.bmp,34,34
4807.bmp,35,35
4808.bmp,36,36
4809.bmp,37,37
4810.bmp,38,38
4811.bmp,39,39
4812.bmp,40,40
4813.bmp,41,41
4814.bmp,42,42
4815.bmp,43,43
4816.bmp,44,44
4817.bmp,45,45
4818.bmp,46,46
4819.bmp,47,47
4820.bmp,48,48
4821.bmp,49,49
4822.bmp,50,50
4823.bmp,51,51
4824.bmp,52,52
4825.bmp,53,23
4826.bmp,54,21
4827.bmp,55,55
4828.bmp,56,56
4829.bmp,57,57
4830.bmp,58,58
4831.bmp,59,59
4832.bmp,60,60
4833.bmp,61,61
4834.bmp,62,80
4835.bmp,63,63
4836.bmp,64,64
4837.bmp,65,65
4838.bmp,66,66
4839.bmp,67,67
4840.bmp,68,68
4841.bmp,69,69
4842.bmp,70,70
4843.bmp,71,71
4844.bmp,72,153
4845.bmp,73,43
4846.bmp,74,74
4847.bmp,75,75
4848.bmp,76,76
4849.bmp,77,77
4850.bmp,78,78
4851.bmp,79,79
4852.bmp,0,0
4853.bmp,81,81
4854.bmp,82,82
4855.bmp,83,83
4856.bmp,84,84
4857.bmp,85,85
4858.bmp,86,86
4859.bmp,87,87
4860.bmp,88,88
4861.bmp,89,89
4862.bmp,90,90
4863.bmp,91,91
4864.bmp,92,92
4865.bmp,93,93
4866.bmp,94,94
4867.bmp,95,95
4868.bmp,96,96
4869.bmp,97,97
4870.bmp,98,98
4871.bmp,99,99
4872.bmp,100,100
4873.bmp,101,101
4874.bmp,102,102
4875.bmp,103,103
4876.bmp,104,104
4877.bmp,105,105
4878.bmp,106,106
4879.bmp,107,89
4880.bmp,108,108
4881.bmp,109,2
4882.bmp,110,110
4883.bmp,111,111
4884.bmp,112,112
4885.bmp,113,113
4886.bmp,114,114
4887.bmp,115,115
4888.bmp,116,116
4889.bmp,117,93
4890.bmp,118,118
4891.bmp,119,119
4892.bmp,120,120
4893.bmp,121,121
4894.bmp,122,123
4895.bmp,123,123
4896.bmp,124,124
4897.bmp,125,144
4898.bmp,126,144
4899.bmp,127,127
4900.bmp,128,128
4901.bmp,129,129
4902.bmp,130,129
4903.bmp,131,131
4904.bmp,132,132
4905.bmp,133,133
4906.bmp,134,135
4907.bmp,135,136
4908.bmp,136,124
4909.bmp,137,137
4910.bmp,138,138
4911.bmp,139,139
4912.bmp,140,140
4913.bmp,141,141
4914.bmp,142,141
4915.bmp,143,108
4916.bmp,144,144
4917.bmp,145,49
4918.bmp,146,146
4919.bmp,147,147
4920.bmp,148,148
4921.bmp,149,149
4922.bmp,150,150
4923.bmp,151,129
4924.bmp,152,152
4925.bmp,153,153
4926.bmp,154,154
4927.bmp,155,155
4928.bmp,1,1
4929.bmp,7,7
4930.bmp,8,8
4931.bmp,18,18
4932.bmp,21,21
4933.bmp,22,22
4934.bmp,23,23
4935.bmp,24,24
4936.bmp,25,25
4937.bmp,26,104
4938.bmp,27,27
4939.bmp,28,28
4940.bmp,29,29
4941.bmp,30,30
4942.bmp,31,31
4943.bmp,32,32
4944.bmp,33,33
4945.bmp,34,34
4946.bmp,35,35
4947.bmp,36,36
4948.bmp,37,37
4949.bmp,38,38
4950.bmp,39,39
4951.bmp,40,40
4952.bmp,41,41
4953.bmp,42,42
4954.bmp,43,43
4955.bmp,44,44
4956.bmp,45,117
4957.bmp,46,46
4958.bmp,47,47
4959.bmp,48,48
4960.bmp,49,49
4961.bmp,50,50
4962.bmp,51,51
4963.bmp,52,52
4964.bmp,53,53
4965.bmp,54,54
4966.bmp,55,55
4967.bmp,56,56
4968.bmp,57,57
4969.bmp,58,82
4970.bmp,59,59
4971.bmp,60,60
4972.bmp,61,61
4973.bmp,62,80
4974.bmp,63,63
4975.bmp,64,82
4976.bmp,65,77
4977.bmp,66,66
4978.bmp,67,67
4979.bmp,68,68
4980.bmp,69,69
4981.bmp,70,70
4982.bmp,71,71
4983.bmp,72,72
4984.bmp,73,38
4985.bmp,74,74
4986.bmp,75,75
4987.bmp,76,76
4988.bmp,77,83
4989.bmp,78,78
4990.bmp,79,79
4991.bmp,0,0
4992.bmp,81,81
4993.bmp,82,82
4994.bmp,83,83
4995.bmp,84,42
4996.bmp,85,85
4997.bmp,86,86
4998.bmp,87,87
4999.bmp,88,94
5000.bmp,89,89
5001.bmp,90,90
5002.bmp,91,91
5003.bmp,92,92
5004.bmp,93,93
5005.bmp,94,94
5006.bmp,95,95
5007.bmp,96,96
5008.bmp,97,97
5009.bmp,98,68
5010.bmp,99,99
5011.bmp,100,100
5012.bmp,101,101
5013.bmp,102,102
5014.bmp,103,103
5015.bmp,104,104
5016.bmp,105,105
5017.bmp,106,106
5018.bmp,107,107
5019.bmp,108,108
5020.bmp,109,109
5021.bmp,110,110
5022.bmp,111,111
5023.bmp,112,112
5024.bmp,113,25
5025.bmp,114,72
5026.bmp,115,115
5027.bmp,116,116
5028.bmp,117,117
5029.bmp,118,118
5030.bmp,119,119
5031.bmp,120,48
5032.bmp,121,121
5033.bmp,122,122
5034.bmp,123,122
5035.bmp,124,124
5036.bmp,125,125
5037.bmp,126,125
5038.bmp,127,127
5039.bmp,128,147
5040.bmp,129,129
5041.bmp,130,145
5042.bmp,131,131
5043.bmp,132,132
5044.bmp,133,133
5045.bmp,134,134
5046.bmp,135,135
5047.bmp,136,136
5048.bmp,137,137
5049.bmp,138,138
5050.bmp,139,139
5051.bmp,140,140
5052.bmp,141,141
5053.bmp,142,142
5054.bmp,143,143
5055.bmp,144,144
5056.bmp,145,145
5057.bmp,146,146
5058.bmp,147,147
5059.bmp,148,148
5060.bmp,149,149
5061.bmp,150,150
5062.bmp,151,129
5063.bmp,152,152
5064.bmp,153,153
5065.bmp,154,154
5066.bmp,155,155
5067.bmp,1,1
5068.bmp,7,7
5069.bmp,8,8
5070.bmp,18,18
5071.bmp,21,21
5072.bmp,22,22
5073.bmp,23,23
5074.bmp,24,24
5075.bmp,25,25
5076.bmp,26,26
5077.bmp,27,27
5078.bmp,28,28
5079.bmp,29,29
5080.bmp,30,30
5081.bmp,31,31
5082.bmp,32,32
5083.bmp,33,33
5084.bmp,34,34
5085.bmp,35,34
5086.bmp,36,36
5087.bmp,37,37
5088.bmp,38,38
5089.bmp,39,39
5090.bmp,40,40
5091.bmp,41,41
5092.bmp,42,42
5093.bmp,43,43
5094.bmp,44,44
5095.bmp,45,45
5096.bmp,46,46
5097.bmp,47,47
5098.bmp,48,48
5099.bmp,49,49
5100.bmp,50,50
5101.bmp,51,51
5102.bmp,52,82
5103.bmp,53,53
5104.bmp,54,54
5105.bmp,55,55
5106.bmp,56,56
5107.bmp,57,57
5108.bmp,58,58
5109.bmp,59,59
5110.bmp,60,27
5111.bmp,61,61
5112.bmp,62,80
5113.bmp,63,63
5114.bmp,64,64
5115.bmp,65,65
5116.bmp,66,66
5117.bmp,67,67
5118.bmp,68,68
5119.bmp,69,69
5120.bmp,70,70
5121.bmp,71,71
5122.bmp,72,72
5123.bmp,73,154
5124.bmp,74,0
5125.bmp,75,75
5126.bmp,76,76
5127.bmp,77,89
5128.bmp,78,78
5129.bmp,79,79
5130.bmp,0,0
5131.bmp,81,51
5132.bmp,82,82
5133.bmp,83,83
5134.bmp,84,84
5135.bmp,85,85
5136.bmp,86,86
5137.bmp,87,87
5138.bmp,88,88
5139.bmp,89,88
5140.bmp,90,90
5141.bmp,91,91
5142.bmp,92,92
5143.bmp,93,93
5144.bmp,94,94
5145.bmp,95,95
5146.bmp,96,96
5147.bmp,97,97
5148.bmp,98,98
5149.bmp,99,99
5150.bmp,100,100
5151.bmp,101,101
5152.bmp,102,102
5153.bmp,103,103
5154.bmp,104,104
5155.bmp,105,8
5156.bmp,106,106
5157.bmp,107,107
5158.bmp,108,108
5159.bmp,109,109
5160.bmp,110,110
5161.bmp,111,114
5162.bmp,112,112
5163.bmp,113,113
5164.bmp,114,114
5165.bmp,115,115
5166.bmp,116,116
5167.bmp,117,117
5168.bmp,118,118
5169.bmp,119,119
5170.bmp,120,120
5171.bmp,121,121
5172.bmp,122,122
5173.bmp,123,123
